"komentar","cleaned_text","casefolded","tokens","normalized","stopword_removed","stemmed","cleaned","label"
"Bentuk dan ukuran: Pas Daya tahan pakai: Mudah""an tahan lama sepatunya","Bentuk dan ukuran Pas Daya tahan pakai Mudah an tahan lama sepatunya","bentuk dan ukuran pas daya tahan pakai mudah an tahan lama sepatunya","['bentuk', 'dan', 'ukuran', 'pas', 'daya', 'tahan', 'pakai', 'mudah', 'an', 'tahan', 'lama', 'sepatunya']","['bentuk', 'dan', 'ukuran', 'pas', 'daya', 'tahan', 'pakai', 'mudah', 'an', 'tahan', 'lama', 'sepatunya']","['bentuk', 'ukuran', 'pas', 'daya', 'tahan', 'pakai', 'mudah', 'an', 'tahan', 'sepatunya']","['bentuk', 'ukur', 'pas', 'daya', 'tahan', 'pakai', 'mudah', 'an', 'tahan', 'sepatu']","bentuk ukur pas daya tahan pakai mudah an tahan sepatu",""
"Pengiriman cepat Penjual ramah dan sopan Barangnya bagus banget Rekomendasi banget","Pengiriman cepat Penjual ramah dan sopan Barangnya bagus banget Rekomendasi banget","pengiriman cepat penjual ramah dan sopan barangnya bagus banget rekomendasi banget","['pengiriman', 'cepat', 'penjual', 'ramah', 'dan', 'sopan', 'barangnya', 'bagus', 'banget', 'rekomendasi', 'banget']","['pengiriman', 'cepat', 'penjual', 'ramah', 'dan', 'sopan', 'barangnya', 'bagus', 'banget', 'rekomendasi', 'banget']","['pengiriman', 'cepat', 'penjual', 'ramah', 'sopan', 'barangnya', 'bagus', 'banget', 'rekomendasi', 'banget']","['kirim', 'cepat', 'jual', 'ramah', 'sopan', 'barang', 'bagus', 'banget', 'rekomendasi', 'banget']","kirim cepat jual ramah sopan barang bagus banget rekomendasi banget",""
"Gilaa ini sepatu bagus bgt cepat juga di kirimnya tapi masih agak bauu lemm","Gilaa ini sepatu bagus bgt cepat juga di kirimnya tapi masih agak bauu lemm","gilaa ini sepatu bagus bgt cepat juga di kirimnya tapi masih agak bauu lemm","['gilaa', 'ini', 'sepatu', 'bagus', 'bgt', 'cepat', 'juga', 'di', 'kirimnya', 'tapi', 'masih', 'agak', 'bauu', 'lemm']","['gilaa', 'ini', 'sepatu', 'bagus', 'banget', 'cepat', 'juga', 'di', 'kirimnya', 'tapi', 'masih', 'agak', 'bauu', 'lemm']","['gilaa', 'sepatu', 'bagus', 'banget', 'cepat', 'kirimnya', 'bauu', 'lemm']","['gilaa', 'sepatu', 'bagus', 'banget', 'cepat', 'kirim', 'bauu', 'lemm']","gilaa sepatu bagus banget cepat kirim bauu lemm",""
"Baju sesuai foto. Bahan bagus. Ukuran pas. 4 kali beli disni. Rekomend bangt","Baju sesuai foto Bahan bagus Ukuran pas 4 kali beli disni Rekomend bangt","baju sesuai foto bahan bagus ukuran pas 4 kali beli disni rekomend bangt","['baju', 'sesuai', 'foto', 'bahan', 'bagus', 'ukuran', 'pas', '4', 'kali', 'beli', 'disni', 'rekomend', 'bangt']","['baju', 'sesuai', 'foto', 'bahan', 'bagus', 'ukuran', 'pas', '4', 'kali', 'beli', 'disni', 'rekomend', 'bangt']","['baju', 'sesuai', 'foto', 'bahan', 'bagus', 'ukuran', 'pas', '4', 'beli', 'disni', 'rekomend', 'bangt']","['baju', 'sesuai', 'foto', 'bahan', 'bagus', 'ukur', 'pas', '4', 'beli', 'disni', 'rekomend', 'bangt']","baju sesuai foto bahan bagus ukur pas 4 beli disni rekomend bangt",""
"Bentuk dan ukuran: Bagus dan pas Aroma: Wangi Daya tahan pakai: Semoga awet Warna: Sesuai","Bentuk dan ukuran Bagus dan pas Aroma Wangi Daya tahan pakai Semoga awet Warna Sesuai","bentuk dan ukuran bagus dan pas aroma wangi daya tahan pakai semoga awet warna sesuai","['bentuk', 'dan', 'ukuran', 'bagus', 'dan', 'pas', 'aroma', 'wangi', 'daya', 'tahan', 'pakai', 'semoga', 'awet', 'warna', 'sesuai']","['bentuk', 'dan', 'ukuran', 'bagus', 'dan', 'pas', 'aroma', 'wangi', 'daya', 'tahan', 'pakai', 'semoga', 'awet', 'warna', 'sesuai']","['bentuk', 'ukuran', 'bagus', 'pas', 'aroma', 'wangi', 'daya', 'tahan', 'pakai', 'semoga', 'awet', 'warna', 'sesuai']","['bentuk', 'ukur', 'bagus', 'pas', 'aroma', 'wangi', 'daya', 'tahan', 'pakai', 'moga', 'awet', 'warna', 'sesuai']","bentuk ukur bagus pas aroma wangi daya tahan pakai moga awet warna sesuai",""
"Bentuk dan ukuran: pas Daya tahan pakai: semoga awet Warna: sesuai pesanan","Bentuk dan ukuran pas Daya tahan pakai semoga awet Warna sesuai pesanan","bentuk dan ukuran pas daya tahan pakai semoga awet warna sesuai pesanan","['bentuk', 'dan', 'ukuran', 'pas', 'daya', 'tahan', 'pakai', 'semoga', 'awet', 'warna', 'sesuai', 'pesanan']","['bentuk', 'dan', 'ukuran', 'pas', 'daya', 'tahan', 'pakai', 'semoga', 'awet', 'warna', 'sesuai', 'pesanan']","['bentuk', 'ukuran', 'pas', 'daya', 'tahan', 'pakai', 'semoga', 'awet', 'warna', 'sesuai', 'pesanan']","['bentuk', 'ukur', 'pas', 'daya', 'tahan', 'pakai', 'moga', 'awet', 'warna', 'sesuai', 'pesan']","bentuk ukur pas daya tahan pakai moga awet warna sesuai pesan",""
"Paket nya udah sampai dengan selamat, cuman ukuran nya agak kesempitan, berakti harus nambah size 1 dari ukiran biasa nya, kualitas bagus pengiriman cepat mohon mf lambat ngasih ulasan nya","Paket nya udah sampai dengan selamat cuman ukuran nya agak kesempitan berakti harus nambah size 1 dari ukiran biasa nya kualitas bagus pengiriman cepat mohon mf lambat ngasih ulasan nya","paket nya udah sampai dengan selamat cuman ukuran nya agak kesempitan berakti harus nambah size 1 dari ukiran biasa nya kualitas bagus pengiriman cepat mohon mf lambat ngasih ulasan nya","['paket', 'nya', 'udah', 'sampai', 'dengan', 'selamat', 'cuman', 'ukuran', 'nya', 'agak', 'kesempitan', 'berakti', 'harus', 'nambah', 'size', '1', 'dari', 'ukiran', 'biasa', 'nya', 'kualitas', 'bagus', 'pengiriman', 'cepat', 'mohon', 'mf', 'lambat', 'ngasih', 'ulasan', 'nya']","['paket', 'nya', 'udah', 'sampai', 'dengan', 'selamat', 'cuman', 'ukuran', 'nya', 'agak', 'kesempitan', 'berakti', 'harus', 'nambah', 'size', '1', 'dari', 'ukiran', 'biasa', 'nya', 'kualitas', 'bagus', 'pengiriman', 'cepat', 'mohon', 'mf', 'lambat', 'ngasih', 'ulasan', 'nya']","['paket', 'udah', 'selamat', 'cuman', 'ukuran', 'kesempitan', 'berakti', 'nambah', 'size', '1', 'ukiran', 'kualitas', 'bagus', 'pengiriman', 'cepat', 'mf', 'lambat', 'ngasih', 'ulasan']","['paket', 'udah', 'selamat', 'cuman', 'ukur', 'sempit', 'berakti', 'nambah', 'size', '1', 'ukir', 'kualitas', 'bagus', 'kirim', 'cepat', 'mf', 'lambat', 'ngasih', 'ulas']","paket udah selamat cuman ukur sempit berakti nambah size 1 ukir kualitas bagus kirim cepat mf lambat ngasih ulas",""
"barang sesuai yang di gambar dan bagis tapi jaitanya kurang rapi","barang sesuai yang di gambar dan bagis tapi jaitanya kurang rapi","barang sesuai yang di gambar dan bagis tapi jaitanya kurang rapi","['barang', 'sesuai', 'yang', 'di', 'gambar', 'dan', 'bagis', 'tapi', 'jaitanya', 'kurang', 'rapi']","['barang', 'sesuai', 'yang', 'di', 'gambar', 'dan', 'bagis', 'tapi', 'jaitanya', 'kurang', 'rapi']","['barang', 'sesuai', 'gambar', 'bagis', 'jaitanya', 'rapi']","['barang', 'sesuai', 'gambar', 'bagis', 'jaitanya', 'rapi']","barang sesuai gambar bagis jaitanya rapi",""
"Bagus tapi sayang ukuran 41 nya kekecilan","Bagus tapi sayang ukuran 41 nya kekecilan","bagus tapi sayang ukuran 41 nya kekecilan","['bagus', 'tapi', 'sayang', 'ukuran', '41', 'nya', 'kekecilan']","['bagus', 'tapi', 'sayang', 'ukuran', '41', 'nya', 'kekecilan']","['bagus', 'sayang', 'ukuran', '41', 'kekecilan']","['bagus', 'sayang', 'ukur', '41', 'kecil']","bagus sayang ukur 41 kecil",""
"Bagus, tpi kaki wide agk kureng, ujung kaki belum mentok sampingnya dah sempit","Bagus tpi kaki wide agk kureng ujung kaki belum mentok sampingnya dah sempit","bagus tpi kaki wide agk kureng ujung kaki belum mentok sampingnya dah sempit","['bagus', 'tpi', 'kaki', 'wide', 'agk', 'kureng', 'ujung', 'kaki', 'belum', 'mentok', 'sampingnya', 'dah', 'sempit']","['bagus', 'tpi', 'kaki', 'wide', 'agk', 'kureng', 'ujung', 'kaki', 'belum', 'mentok', 'sampingnya', 'dah', 'sempit']","['bagus', 'tpi', 'kaki', 'wide', 'agk', 'kureng', 'ujung', 'kaki', 'mentok', 'sampingnya', 'dah', 'sempit']","['bagus', 'tpi', 'kaki', 'wide', 'agk', 'reng', 'ujung', 'kaki', 'mentok', 'samping', 'dah', 'sempit']","bagus tpi kaki wide agk reng ujung kaki mentok samping dah sempit",""
"Bentuk dan ukuran: Keren Aroma: Bagus Daya tahan pakai: Mantap","Bentuk dan ukuran Keren Aroma Bagus Daya tahan pakai Mantap","bentuk dan ukuran keren aroma bagus daya tahan pakai mantap","['bentuk', 'dan', 'ukuran', 'keren', 'aroma', 'bagus', 'daya', 'tahan', 'pakai', 'mantap']","['bentuk', 'dan', 'ukuran', 'keren', 'aroma', 'bagus', 'daya', 'tahan', 'pakai', 'mantap']","['bentuk', 'ukuran', 'keren', 'aroma', 'bagus', 'daya', 'tahan', 'pakai', 'mantap']","['bentuk', 'ukur', 'keren', 'aroma', 'bagus', 'daya', 'tahan', 'pakai', 'mantap']","bentuk ukur keren aroma bagus daya tahan pakai mantap",""
"Produk sesuai dengan harga ,kualitas oke lah di harga 100rb an Mantap joss abisss","Produk sesuai dengan harga kualitas oke lah di harga 100rb an Mantap joss abisss","produk sesuai dengan harga kualitas oke lah di harga 100rb an mantap joss abisss","['produk', 'sesuai', 'dengan', 'harga', 'kualitas', 'oke', 'lah', 'di', 'harga', '100rb', 'an', 'mantap', 'joss', 'abisss']","['produk', 'sesuai', 'dengan', 'harga', 'kualitas', 'oke', 'lah', 'di', 'harga', '100rb', 'an', 'mantap', 'joss', 'abisss']","['produk', 'sesuai', 'harga', 'kualitas', 'oke', 'harga', '100rb', 'an', 'mantap', 'joss', 'abisss']","['produk', 'sesuai', 'harga', 'kualitas', 'oke', 'harga', '100rb', 'an', 'mantap', 'joss', 'abisss']","produk sesuai harga kualitas oke harga 100rb an mantap joss abisss",""
"Barang yg sangat bagus sesuai bgt, empuk, ringan, pengiriman cepat juga","Barang yg sangat bagus sesuai bgt empuk ringan pengiriman cepat juga","barang yg sangat bagus sesuai bgt empuk ringan pengiriman cepat juga","['barang', 'yg', 'sangat', 'bagus', 'sesuai', 'bgt', 'empuk', 'ringan', 'pengiriman', 'cepat', 'juga']","['barang', 'yang', 'sangat', 'bagus', 'sesuai', 'banget', 'empuk', 'ringan', 'pengiriman', 'cepat', 'juga']","['barang', 'bagus', 'sesuai', 'banget', 'empuk', 'ringan', 'pengiriman', 'cepat']","['barang', 'bagus', 'sesuai', 'banget', 'empuk', 'ringan', 'kirim', 'cepat']","barang bagus sesuai banget empuk ringan kirim cepat",""
"Bahan dan barang keren, pengiriman sangat cepat sekali","Bahan dan barang keren pengiriman sangat cepat sekali","bahan dan barang keren pengiriman sangat cepat sekali","['bahan', 'dan', 'barang', 'keren', 'pengiriman', 'sangat', 'cepat', 'sekali']","['bahan', 'dan', 'barang', 'keren', 'pengiriman', 'sangat', 'cepat', 'sekali']","['bahan', 'barang', 'keren', 'pengiriman', 'cepat']","['bahan', 'barang', 'keren', 'kirim', 'cepat']","bahan barang keren kirim cepat",""
"Paket d terima dengan keadaan baik tidak ad cacat pas di pakainya...enak sangat recommended...semoga awaet","Paket d terima dengan keadaan baik tidak ad cacat pas di pakainya enak sangat recommended semoga awaet","paket d terima dengan keadaan baik tidak ad cacat pas di pakainya enak sangat recommended semoga awaet","['paket', 'd', 'terima', 'dengan', 'keadaan', 'baik', 'tidak', 'ad', 'cacat', 'pas', 'di', 'pakainya', 'enak', 'sangat', 'recommended', 'semoga', 'awaet']","['paket', 'd', 'terima', 'dengan', 'keadaan', 'baik', 'tidak', 'ad', 'cacat', 'pas', 'di', 'pakainya', 'enak', 'sangat', 'recommended', 'semoga', 'awaet']","['paket', 'terima', 'ad', 'cacat', 'pas', 'pakainya', 'recommended', 'semoga', 'awaet']","['paket', 'terima', 'ad', 'cacat', 'pas', 'pakai', 'recommended', 'moga', 'awaet']","paket terima ad cacat pas pakai recommended moga awaet",""
"Bagus dan sesuai deskripsi, pengirimannya sampai dengan baik dan cepat.","Bagus dan sesuai deskripsi pengirimannya sampai dengan baik dan cepat","bagus dan sesuai deskripsi pengirimannya sampai dengan baik dan cepat","['bagus', 'dan', 'sesuai', 'deskripsi', 'pengirimannya', 'sampai', 'dengan', 'baik', 'dan', 'cepat']","['bagus', 'dan', 'sesuai', 'deskripsi', 'pengirimannya', 'sampai', 'dengan', 'baik', 'dan', 'cepat']","['bagus', 'sesuai', 'deskripsi', 'pengirimannya', 'cepat']","['bagus', 'sesuai', 'deskripsi', 'kirim', 'cepat']","bagus sesuai deskripsi kirim cepat",""
"Mantap seusai isi kantong","Mantap seusai isi kantong","mantap seusai isi kantong","['mantap', 'seusai', 'isi', 'kantong']","['mantap', 'seusai', 'isi', 'kantong']","['mantap', 'isi', 'kantong']","['mantap', 'isi', 'kantong']","mantap isi kantong",""
"Bagus banget real pick, bobotnya ringan, soalnya kuat","Bagus banget real pick bobotnya ringan soalnya kuat","bagus banget real pick bobotnya ringan soalnya kuat","['bagus', 'banget', 'real', 'pick', 'bobotnya', 'ringan', 'soalnya', 'kuat']","['bagus', 'banget', 'real', 'pick', 'bobotnya', 'ringan', 'soalnya', 'kuat']","['bagus', 'banget', 'real', 'pick', 'bobotnya', 'ringan', 'kuat']","['bagus', 'banget', 'real', 'pick', 'bobot', 'ringan', 'kuat']","bagus banget real pick bobot ringan kuat",""
"Daya tahan pakai: Lumayan Aroma: Wanginyoooo😂 Warna: Menarik & sesuai Bentuk dan ukuran: Bentuk okeh ukuran Pass","Daya tahan pakai Lumayan Aroma Wanginyoooo Warna Menarik sesuai Bentuk dan ukuran Bentuk okeh ukuran Pass","daya tahan pakai lumayan aroma wanginyoooo warna menarik sesuai bentuk dan ukuran bentuk okeh ukuran pass","['daya', 'tahan', 'pakai', 'lumayan', 'aroma', 'wanginyoooo', 'warna', 'menarik', 'sesuai', 'bentuk', 'dan', 'ukuran', 'bentuk', 'okeh', 'ukuran', 'pass']","['daya', 'tahan', 'pakai', 'lumayan', 'aroma', 'wanginyoooo', 'warna', 'menarik', 'sesuai', 'bentuk', 'dan', 'ukuran', 'bentuk', 'okeh', 'ukuran', 'pass']","['daya', 'tahan', 'pakai', 'lumayan', 'aroma', 'wanginyoooo', 'warna', 'menarik', 'sesuai', 'bentuk', 'ukuran', 'bentuk', 'okeh', 'ukuran', 'pass']","['daya', 'tahan', 'pakai', 'lumayan', 'aroma', 'wanginyoooo', 'warna', 'tarik', 'sesuai', 'bentuk', 'ukur', 'bentuk', 'okeh', 'ukur', 'pass']","daya tahan pakai lumayan aroma wanginyoooo warna tarik sesuai bentuk ukur bentuk okeh ukur pass",""
"Keren sepatunya.... empuk...nyaman....ringan...sol jg kuat...kualitas tinggi dan mantap...","Keren sepatunya empuk nyaman ringan sol jg kuat kualitas tinggi dan mantap","keren sepatunya empuk nyaman ringan sol jg kuat kualitas tinggi dan mantap","['keren', 'sepatunya', 'empuk', 'nyaman', 'ringan', 'sol', 'jg', 'kuat', 'kualitas', 'tinggi', 'dan', 'mantap']","['keren', 'sepatunya', 'empuk', 'nyaman', 'ringan', 'sol', 'jg', 'kuat', 'kualitas', 'tinggi', 'dan', 'mantap']","['keren', 'sepatunya', 'empuk', 'nyaman', 'ringan', 'sol', 'jg', 'kuat', 'kualitas', 'tinggi', 'mantap']","['keren', 'sepatu', 'empuk', 'nyaman', 'ringan', 'sol', 'jg', 'kuat', 'kualitas', 'tinggi', 'mantap']","keren sepatu empuk nyaman ringan sol jg kuat kualitas tinggi mantap",""
"Bagus sii tapi ukuran 42 yang bisanya pas di ukuran sepatu ini mah kebesaran","Bagus sii tapi ukuran 42 yang bisanya pas di ukuran sepatu ini mah kebesaran","bagus sii tapi ukuran 42 yang bisanya pas di ukuran sepatu ini mah kebesaran","['bagus', 'sii', 'tapi', 'ukuran', '42', 'yang', 'bisanya', 'pas', 'di', 'ukuran', 'sepatu', 'ini', 'mah', 'kebesaran']","['bagus', 'sii', 'tapi', 'ukuran', '42', 'yang', 'bisanya', 'pas', 'di', 'ukuran', 'sepatu', 'ini', 'mah', 'kebesaran']","['bagus', 'sii', 'ukuran', '42', 'bisanya', 'pas', 'ukuran', 'sepatu', 'mah', 'kebesaran']","['bagus', 'sii', 'ukur', '42', 'bisa', 'pas', 'ukur', 'sepatu', 'mah', 'besar']","bagus sii ukur 42 bisa pas ukur sepatu mah besar",""
"gak ada tali nya,kalu bisa kirim tali sepatunya nya min","gak ada tali nya kalu bisa kirim tali sepatunya nya min","gak ada tali nya kalu bisa kirim tali sepatunya nya min","['gak', 'ada', 'tali', 'nya', 'kalu', 'bisa', 'kirim', 'tali', 'sepatunya', 'nya', 'min']","['tidak', 'ada', 'tali', 'nya', 'kalu', 'bisa', 'kirim', 'tali', 'sepatunya', 'nya', 'min']","['tali', 'kalu', 'kirim', 'tali', 'sepatunya', 'min']","['tali', 'kalu', 'kirim', 'tali', 'sepatu', 'min']","tali kalu kirim tali sepatu min",""
"Shape and size: Bagus Scent: Bagus Color: Bagus Wearability: Bagus","Shape and size Bagus Scent Bagus Color Bagus Wearability Bagus","shape and size bagus scent bagus color bagus wearability bagus","['shape', 'and', 'size', 'bagus', 'scent', 'bagus', 'color', 'bagus', 'wearability', 'bagus']","['shape', 'and', 'size', 'bagus', 'scent', 'bagus', 'color', 'bagus', 'wearability', 'bagus']","['shape', 'and', 'size', 'bagus', 'scent', 'bagus', 'color', 'bagus', 'wearability', 'bagus']","['shape', 'and', 'size', 'bagus', 'scent', 'bagus', 'color', 'bagus', 'wearability', 'bagus']","shape and size bagus scent bagus color bagus wearability bagus",""
"Yang pake anaku, katanya enak sih di pake naik gunung nya...","Yang pake anaku katanya enak sih di pake naik gunung nya","yang pake anaku katanya enak sih di pake naik gunung nya","['yang', 'pake', 'anaku', 'katanya', 'enak', 'sih', 'di', 'pake', 'naik', 'gunung', 'nya']","['yang', 'pake', 'anaku', 'katanya', 'enak', 'sih', 'di', 'pake', 'naik', 'gunung', 'nya']","['pake', 'anaku', 'sih', 'pake', 'gunung']","['pake', 'ana', 'sih', 'pake', 'gunung']","pake ana sih pake gunung",""
"ringan bett sumpaah empuk juga kalo ada duit lagi mau co buat adek😭","ringan bett sumpaah empuk juga kalo ada duit lagi mau co buat adek","ringan bett sumpaah empuk juga kalo ada duit lagi mau co buat adek","['ringan', 'bett', 'sumpaah', 'empuk', 'juga', 'kalo', 'ada', 'duit', 'lagi', 'mau', 'co', 'buat', 'adek']","['ringan', 'bett', 'sumpaah', 'empuk', 'juga', 'kalo', 'ada', 'duit', 'lagi', 'mau', 'co', 'buat', 'adek']","['ringan', 'bett', 'sumpaah', 'empuk', 'kalo', 'duit', 'co', 'adek']","['ringan', 'bett', 'sumpaah', 'empuk', 'kalo', 'duit', 'co', 'adek']","ringan bett sumpaah empuk kalo duit co adek",""
"Trimakasih kak sepatunya sdh sampai. Kereeen pokoknya recomanded. Smg tokonya laris manis","Trimakasih kak sepatunya sdh sampai Kereeen pokoknya recomanded Smg tokonya laris manis","trimakasih kak sepatunya sdh sampai kereeen pokoknya recomanded smg tokonya laris manis","['trimakasih', 'kak', 'sepatunya', 'sdh', 'sampai', 'kereeen', 'pokoknya', 'recomanded', 'smg', 'tokonya', 'laris', 'manis']","['trimakasih', 'kak', 'sepatunya', 'sudah', 'sampai', 'kereeen', 'pokoknya', 'recomanded', 'smg', 'tokonya', 'laris', 'manis']","['trimakasih', 'kak', 'sepatunya', 'kereeen', 'pokoknya', 'recomanded', 'smg', 'tokonya', 'laris', 'manis']","['trimakasih', 'kak', 'sepatu', 'kereeen', 'pokok', 'recomanded', 'smg', 'toko', 'laris', 'manis']","trimakasih kak sepatu kereeen pokok recomanded smg toko laris manis",""
"Dp ongkir murah, tp ngga dp bonus kaos kaki. Semoga awet","Dp ongkir murah tp ngga dp bonus kaos kaki Semoga awet","dp ongkir murah tp ngga dp bonus kaos kaki semoga awet","['dp', 'ongkir', 'murah', 'tp', 'ngga', 'dp', 'bonus', 'kaos', 'kaki', 'semoga', 'awet']","['dp', 'ongkir', 'murah', 'tapi', 'tidak', 'dp', 'bonus', 'kaos', 'kaki', 'semoga', 'awet']","['dp', 'ongkir', 'murah', 'dp', 'bonus', 'kaos', 'kaki', 'semoga', 'awet']","['dp', 'ongkir', 'murah', 'dp', 'bonus', 'kaos', 'kaki', 'moga', 'awet']","dp ongkir murah dp bonus kaos kaki moga awet",""
"Mantap sepatunya cocok buat haiking olahraga dan sebagai nya,,","Mantap sepatunya cocok buat haiking olahraga dan sebagai nya","mantap sepatunya cocok buat haiking olahraga dan sebagai nya","['mantap', 'sepatunya', 'cocok', 'buat', 'haiking', 'olahraga', 'dan', 'sebagai', 'nya']","['mantap', 'sepatunya', 'cocok', 'buat', 'haiking', 'olahraga', 'dan', 'sebagai', 'nya']","['mantap', 'sepatunya', 'cocok', 'haiking', 'olahraga']","['mantap', 'sepatu', 'cocok', 'haiking', 'olahraga']","mantap sepatu cocok haiking olahraga",""
"Barang bagus Sesuai harga Pengiriman cepat","Barang bagus Sesuai harga Pengiriman cepat","barang bagus sesuai harga pengiriman cepat","['barang', 'bagus', 'sesuai', 'harga', 'pengiriman', 'cepat']","['barang', 'bagus', 'sesuai', 'harga', 'pengiriman', 'cepat']","['barang', 'bagus', 'sesuai', 'harga', 'pengiriman', 'cepat']","['barang', 'bagus', 'sesuai', 'harga', 'kirim', 'cepat']","barang bagus sesuai harga kirim cepat",""
"bagus intinya jangan lupa pasangkan tali nya bang aku ga pandai🗿🤭","bagus intinya jangan lupa pasangkan tali nya bang aku ga pandai","bagus intinya jangan lupa pasangkan tali nya bang aku ga pandai","['bagus', 'intinya', 'jangan', 'lupa', 'pasangkan', 'tali', 'nya', 'bang', 'aku', 'ga', 'pandai']","['bagus', 'intinya', 'jangan', 'lupa', 'pasangkan', 'tali', 'nya', 'bang', 'aku', 'tidak', 'pandai']","['bagus', 'intinya', 'lupa', 'pasangkan', 'tali', 'bang', 'pandai']","['bagus', 'inti', 'lupa', 'pasang', 'tali', 'bang', 'pandai']","bagus inti lupa pasang tali bang pandai",""
"Hanya bintang yg berbicara tdk perlu bukti intinya barang Bagus","Hanya bintang yg berbicara tdk perlu bukti intinya barang Bagus","hanya bintang yg berbicara tdk perlu bukti intinya barang bagus","['hanya', 'bintang', 'yg', 'berbicara', 'tdk', 'perlu', 'bukti', 'intinya', 'barang', 'bagus']","['hanya', 'bintang', 'yang', 'berbicara', 'tdk', 'perlu', 'bukti', 'intinya', 'barang', 'bagus']","['bintang', 'berbicara', 'tdk', 'bukti', 'intinya', 'barang', 'bagus']","['bintang', 'bicara', 'tdk', 'bukti', 'inti', 'barang', 'bagus']","bintang bicara tdk bukti inti barang bagus",""
